raw_rows	uniq_record_ids	duplicate_row_gap	min_ts	max_ts	uniq_users	uniq_contents	uniq_ops	blank_op_rows
7672218	7672218	0	2023-01-11 23:35:42.000	2026-03-30 17:00:29.000	2312	3969	160	569579
