raw_rows	uniq_record_ids	duplicate_row_gap	min_ts	max_ts	uniq_users	uniq_contents	uniq_ops	blank_op_rows
101749022	58238413	43510609	2019-01-18 00:48:15.000	2026-02-13 04:54:14.000	7939	13294	43	24937087
