contents_id	contents_name	raw_events	uniq_events	uniq_users	first_ts	last_ts
cb9c528565c30d49b548831022bc9b32	(1117)３学年同時数Ｓトライアル	32410	32403	108	2023-11-16 03:50:38.000	2024-12-12 05:28:39.000
c58ec9af29371058432c2c0ddf1f3c9a	No.16(1025)タッチペン	32301	32290	121	2023-10-23 08:10:33.000	2024-12-12 05:24:54.000
8073bd4ed0fe0c330290c58056a2cd5e	未来へひろがる数学2	62730	32234	52	2021-04-06 11:51:14.000	2022-12-08 08:26:05.091
ee16fa83c0f151ef85e617f5aa3867a6	2020中3数学臨時休校期間中の課題1問題	64054	32027	42	2020-04-08 10:05:35.000	2020-12-06 12:10:50.000
ef1f3fc8be928fd5b5e721689bb92b7b	R06_1年夏休みの演習課題プリント【解答】	63395	31818	127	2024-07-08 23:55:08.000	2025-01-13 05:59:18.000
1649f854581e9c03bc2c4e06023c5b99	0618_01方程式（いろいろな方程式）	63280	31684	40	2024-06-17 08:54:10.000	2025-03-11 05:32:59.000
57f04bb2975420e3b4c73920c687cad7	英語７（２－③）	63318	31682	124	2020-05-15 01:49:04.000	2022-10-20 04:40:07.929
a0d448ac4426dc3bdd609ed804e7af1a	No.6(0607)タッチペン	31652	31640	123	2023-06-06 09:03:23.000	2025-02-17 08:13:17.000
0e4f5cc9f4f3f7f1651a6b9f9214e5b1	国語8(3-①)	63204	31602	116	2020-05-22 05:26:30.000	2021-04-21 09:20:16.000
f78a3fbff320d57c670af3fcdafebc7e	R6.No.5(0617)	62611	31484	121	2024-06-13 23:51:31.000	2025-01-10 06:07:06.000
f2e84d98d6dc0c7acd56b40509355666	R02夏休みの課題プリント解答例	62788	31446	124	2020-07-27 02:17:24.000	2023-08-23 11:46:31.000
3d324c2883882b15fa8fbe8f025a3a99	理科7(2-②)	62606	31303	109	2020-05-15 05:59:02.000	2021-04-21 04:58:55.000
f77ecc17109b1b806350eb7e7bbfd861	２年数SMondayNo23(二次方程式)	62570	31285	101	2021-11-15 08:05:18.000	2025-01-09 08:18:34.000
0388946ad3ee4d2a9a862fd416fb2589	R6.No.11(1111)	62333	31219	116	2024-11-07 03:11:27.000	2024-12-18 08:17:58.000
32fcc8cfe1fa4c77b5c58dafd36d1a98	1108演習用	62371	31192	54	2021-11-08 03:05:15.000	2023-01-30 00:56:58.877
069654d5ce089c13f642d19f09a3d1c0	レインボーブリッジと絵馬（宿題）	62380	31190	40	2019-11-08 01:49:16.000	2020-02-26 09:03:52.000
840d68cbbbfa627cd4635408a6c82009	［STEP中1］第5章 平面図形	51022	30974	257	2021-04-26 05:30:17.000	2026-02-04 06:22:36.000
05f56d5f042aa4dce70f211d2a981e15	02 三角形の相似条件	52649	30957	96	2024-04-15 13:43:31.000	2024-06-04 10:14:07.000
1fd09c5f59a8ff35d499c0ee25a1d47e	⑭1月２５日	61906	30953	95	2021-01-22 08:34:44.000	2025-01-30 02:13:52.000
